Location,Time,AgeGrp,AgeGrpStart,AgeGrpSpan,PopMale,PopFemale,PopTotal
Mongolia,2035,55-59,55,5,91.398,104.981,196.379
Montenegro,2035,55-59,55,5,19.68,20.819,40.499
Morocco,2035,55-59,55,5,1063.604,1204.302,2267.906
Mozambique,2035,55-59,55,5,479.012,601.625,1080.637
Myanmar,2035,55-59,55,5,1559.564,1804.379,3363.943
Namibia,2035,55-59,55,5,50.936,58.939,109.875
Nepal,2035,55-59,55,5,690.617,938.853,1629.47
Netherlands,2035,55-59,55,5,492.831,494.324,987.155
New Caledonia,2035,55-59,55,5,9.436,9.764,19.2
New Zealand,2035,55-59,55,5,131.899,144.904,276.803
Nicaragua,2035,55-59,55,5,178.281,209.762,388.043
Niger,2035,55-59,55,5,349.413,396.85,746.263
Nigeria,2035,55-59,55,5,3949.664,4025.378,7975.042
North Macedonia,2035,55-59,55,5,73.474,72.841,146.315
Norway,2035,55-59,55,5,181.193,168.402,349.595
Oceania (excluding Australia and New Zealand),2035,55-59,55,5,313.32,318.42,631.74
Oman,2035,55-59,55,5,195.341,108.853,304.194
Pakistan,2035,55-59,55,5,5319.455,5228.554,10548.009
Panama,2035,55-59,55,5,137.06,140.224,277.284
Papua New Guinea,2035,55-59,55,5,224.949,226.751,451.7
Paraguay,2035,55-59,55,5,183.558,179.126,362.684
Peru,2035,55-59,55,5,1086.866,1055.942,2142.808
Philippines,2035,55-59,55,5,2865.011,3012.194,5877.205
Poland,2035,55-59,55,5,1379.466,1405.953,2785.419
Polynesia,2035,55-59,55,5,17.776,18.231,36.007
Portugal,2035,55-59,55,5,352.353,388.72,741.073
Puerto Rico,2035,55-59,55,5,86.664,97.264,183.928
Qatar,2035,55-59,55,5,136.562,40.138,176.7
Republic of Korea,2035,55-59,55,5,1939.324,1883.081,3822.405
Republic of Moldova,2035,55-59,55,5,128.204,143.799,272.003
Romania,2035,55-59,55,5,697.152,717.342,1414.494
Russian Federation,2035,55-59,55,5,4362.714,5188.053,9550.767
Rwanda,2035,55-59,55,5,258.982,292.168,551.15
Réunion,2035,55-59,55,5,25.36,30.233,55.593
Saint Lucia,2035,55-59,55,5,5.723,6.238,11.961
Saint Vincent and the Grenadines,2035,55-59,55,5,3.311,3.462,6.773
Samoa,2035,55-59,55,5,4.382,4.307,8.689
Sao Tome and Principe,2035,55-59,55,5,4.721,4.968,9.689
Saudi Arabia,2035,55-59,55,5,1780.535,1199.28,2979.815
Senegal,2035,55-59,55,5,290.836,377.246,668.082
Serbia,2035,55-59,55,5,284.37,295.486,579.856
Seychelles,2035,55-59,55,5,3.523,3.225,6.748
Sierra Leone,2035,55-59,55,5,150.97,153.969,304.939
Singapore,2035,55-59,55,5,244.595,228.696,473.291
Slovakia,2035,55-59,55,5,217.256,215.56,432.816
Slovenia,2035,55-59,55,5,80.517,73.659,154.176
Solomon Islands,2035,55-59,55,5,16.087,17.551,33.638
Somalia,2035,55-59,55,5,221.78,245.614,467.394
Spain,2035,55-59,55,5,1954.987,1946.782,3901.769
Sri Lanka,2035,55-59,55,5,687.909,778.067,1465.976
State of Palestine,2035,55-59,55,5,116,114.673,230.673
Sudan,2035,55-59,55,5,856.186,952.984,1809.17
Suriname,2035,55-59,55,5,15.375,16.388,31.763
Sweden,2035,55-59,55,5,308.225,298.649,606.874
Switzerland,2035,55-59,55,5,287.594,286.162,573.756
Syrian Arab Republic,2035,55-59,55,5,706.973,756.172,1463.145
Tajikistan,2035,55-59,55,5,209.149,223.414,432.563
Thailand,2035,55-59,55,5,2349.202,2625.591,4974.793
Timor-Leste,2035,55-59,55,5,19.936,20.592,40.528
Togo,2035,55-59,55,5,176.723,186.902,363.625
Tonga,2035,55-59,55,5,2.063,2.472,4.535
Trinidad and Tobago,2035,55-59,55,5,45.235,47.63,92.865
Tunisia,2035,55-59,55,5,385.038,423.408,808.446
Turkey,2035,55-59,55,5,2726.001,2867.059,5593.06
Turkmenistan,2035,55-59,55,5,159.148,178.555,337.703
Uganda,2035,55-59,55,5,704.134,804.647,1508.781
Ukraine,2035,55-59,55,5,1381.674,1621.309,3002.983
United Arab Emirates,2035,55-59,55,5,401.283,142.375,543.658
United Kingdom,2035,55-59,55,5,2096.792,2133.669,4230.461
United Republic of Tanzania,2035,55-59,55,5,1166.037,1215.99,2382.027
United States Virgin Islands,2035,55-59,55,5,2.335,2.879,5.214
United States of America,2035,55-59,55,5,9653.134,9922.588,19575.722
Uruguay,2035,55-59,55,5,107.634,112.916,220.55
Uzbekistan,2035,55-59,55,5,935.434,1006.78,1942.214
Vanuatu,2035,55-59,55,5,7.421,7.603,15.024
Venezuela (Bolivarian Republic of),2035,55-59,55,5,892.192,975.122,1867.314
Viet Nam,2035,55-59,55,5,3184.969,3376.563,6561.532
Yemen,2035,55-59,55,5,605.38,602.616,1207.996
Zambia,2035,55-59,55,5,329.356,366.205,695.561
Zimbabwe,2035,55-59,55,5,268.285,330.359,598.644
Afghanistan,2035,50-54,50,5,968.794,918.462,1887.256
Albania,2035,50-54,50,5,83.008,70.364,153.372
Algeria,2035,50-54,50,5,1719.68,1711.472,3431.152
Angola,2035,50-54,50,5,712.36,785.592,1497.952
Antigua and Barbuda,2035,50-54,50,5,3.169,3.615,6.784
Argentina,2035,50-54,50,5,1483.644,1530.281,3013.925
Armenia,2035,50-54,50,5,99.483,124.554,224.037
Aruba,2035,50-54,50,5,2.667,3.161,5.828
Australia,2035,50-54,50,5,934.407,942.849,1877.256
Austria,2035,50-54,50,5,314.867,311.68,626.547
Azerbaijan,2035,50-54,50,5,391.573,400.296,791.869
Bahamas,2035,50-54,50,5,12.453,14.075,26.528
Bahrain,2035,50-54,50,5,106.471,41.782,148.253
Bangladesh,2035,50-54,50,5,5819.996,6033.461,11853.457
Barbados,2035,50-54,50,5,8.875,9.414,18.289
Belarus,2035,50-54,50,5,331.776,346.496,678.272
Belgium,2035,50-54,50,5,376.884,380.237,757.121
Belize,2035,50-54,50,5,12.592,14.131,26.723
Benin,2035,50-54,50,5,291.755,303.557,595.312
Bhutan,2035,50-54,50,5,31.703,26.597,58.3
Bolivia (Plurinational State of),2035,50-54,50,5,351.026,361.171,712.197
Bosnia and Herzegovina,2035,50-54,50,5,118.644,116.323,234.967
Botswana,2035,50-54,50,5,76.025,89.345,165.37
Brazil,2035,50-54,50,5,8054.305,8458.892,16513.197
Brunei Darussalam,2035,50-54,50,5,19.653,17.181,36.834
Bulgaria,2035,50-54,50,5,231.838,219.859,451.697
Burkina Faso,2035,50-54,50,5,488.845,510.042,998.887
Burundi,2035,50-54,50,5,291.204,305.694,596.898
Cabo Verde,2035,50-54,50,5,22.948,21.51,44.458
Cambodia,2035,50-54,50,5,724.199,807.04,1531.239
Cameroon,2035,50-54,50,5,677.117,686.968,1364.085
Canada,2035,50-54,50,5,1372.669,1381.642,2754.311
Chad,2035,50-54,50,5,328.493,335.419,663.912
Channel Islands,2035,50-54,50,5,6.366,6.164,12.53
Chile,2035,50-54,50,5,652.829,654.147,1306.976
China,2035,50-54,50,5,49750.786,47699.643,97450.429
"China, Hong Kong SAR",2035,50-54,50,5,234.932,361.759,596.691
"China, Macao SAR",2035,50-54,50,5,31.214,33.483,64.697
"China, Taiwan Province of China",2035,50-54,50,5,926.712,956.209,1882.921
Colombia,2035,50-54,50,5,1711.738,1807.419,3519.157
Comoros,2035,50-54,50,5,23.987,24.059,48.046
Congo,2035,50-54,50,5,144.411,147.586,291.997
Costa Rica,2035,50-54,50,5,193.55,194.162,387.712
Croatia,2035,50-54,50,5,137.524,135.546,273.07
Cuba,2035,50-54,50,5,336.292,329.15,665.442
Curaçao,2035,50-54,50,5,4.286,5.474,9.76
Cyprus,2035,50-54,50,5,46.296,47.972,94.268
Czechia,2035,50-54,50,5,389.136,371.111,760.247
Côte d'Ivoire,2035,50-54,50,5,613.419,625.293,1238.712
Dem. People's Republic of Korea,2035,50-54,50,5,862.42,857.772,1720.192
Democratic Republic of the Congo,2035,50-54,50,5,1977.404,2045.228,4022.632
Denmark,2035,50-54,50,5,158.6,159.36,317.96
Djibouti,2035,50-54,50,5,35.807,34.962,70.769
Dominican Republic,2035,50-54,50,5,336.867,342.926,679.793
Ecuador,2035,50-54,50,5,575.047,590.273,1165.32
Egypt,2035,50-54,50,5,3382.586,3380.002,6762.588
El Salvador,2035,50-54,50,5,152.168,209.873,362.041
Equatorial Guinea,2035,50-54,50,5,35.367,26.398,61.765
Eritrea,2035,50-54,50,5,82.801,85.415,168.216
Estonia,2035,50-54,50,5,44.884,43.415,88.299
Eswatini,2035,50-54,50,5,27.584,38.378,65.962
Ethiopia,2035,50-54,50,5,2814.034,2965.873,5779.907
Fiji,2035,50-54,50,5,30.671,30.498,61.169
Finland,2035,50-54,50,5,183.411,176.631,360.042
France,2035,50-54,50,5,2002.192,2103.218,4105.41
French Guiana,2035,50-54,50,5,9.808,10.969,20.777
French Polynesia,2035,50-54,50,5,9.676,10.255,19.931
Gabon,2035,50-54,50,5,78.061,71.523,149.584
Gambia,2035,50-54,50,5,51.118,56.393,107.511
Georgia,2035,50-54,50,5,119.931,132.712,252.643
Germany,2035,50-54,50,5,2758.228,2669.559,5427.787
Ghana,2035,50-54,50,5,886.173,874.612,1760.785
Greece,2035,50-54,50,5,366.025,356.406,722.431
Grenada,2035,50-54,50,5,4.097,4.176,8.273
Guadeloupe,2035,50-54,50,5,6.149,10.325,16.474
Guam,2035,50-54,50,5,4.685,4.711,9.396
Guatemala,2035,50-54,50,5,524.309,584.621,1108.93
Guinea,2035,50-54,50,5,263.479,323.291,586.77
Guinea-Bissau,2035,50-54,50,5,46.616,53.134,99.75
Guyana,2035,50-54,50,5,20.853,21.469,42.322
Haiti,2035,50-54,50,5,356.315,384.624,740.939
Honduras,2035,50-54,50,5,320.484,329.351,649.835
Hungary,2035,50-54,50,5,310.728,314.155,624.883
Iceland,2035,50-54,50,5,11.974,11.518,23.492
India,2035,50-54,50,5,49885.923,47058.542,96944.465
Indonesia,2035,50-54,50,5,9947.173,10104.728,20051.901
Iran (Islamic Republic of),2035,50-54,50,5,4007.901,4082.856,8090.757
Iraq,2035,50-54,50,5,1183.447,1162.293,2345.74
Ireland,2035,50-54,50,5,187.769,199.246,387.015
Israel,2035,50-54,50,5,277.713,279.278,556.991
Italy,2035,50-54,50,5,1834.809,1827.986,3662.795
Jamaica,2035,50-54,50,5,92.266,101.326,193.592
Japan,2035,50-54,50,5,3849.51,3720.896,7570.406
Jordan,2035,50-54,50,5,317.096,301.624,618.72
Kazakhstan,2035,50-54,50,5,609.22,646.59,1255.81
Kenya,2035,50-54,50,5,1523.899,1613.746,3137.645
Kiribati,2035,50-54,50,5,3.169,3.624,6.793
Kuwait,2035,50-54,50,5,231.343,151.079,382.422
Kyrgyzstan,2035,50-54,50,5,200.574,210.071,410.645
Latvia,2035,50-54,50,5,54.452,55.934,110.386
Lebanon,2035,50-54,50,5,188.692,215.135,403.827
Lesotho,2035,50-54,50,5,64.087,61.333,125.42
Liberia,2035,50-54,50,5,133.091,134.304,267.395
Libya,2035,50-54,50,5,272.116,277.952,550.068
Lithuania,2035,50-54,50,5,68.135,68.083,136.218
Luxembourg,2035,50-54,50,5,24.966,24.87,49.836
Madagascar,2035,50-54,50,5,705.495,724.217,1429.712
Malawi,2035,50-54,50,5,421.999,471.576,893.575
Malaysia,2035,50-54,50,5,1369.879,1260.502,2630.381
Maldives,2035,50-54,50,5,31.98,18.679,50.659
Mali,2035,50-54,50,5,429.632,447.334,876.966
Malta,2035,50-54,50,5,16.757,15.605,32.362
Martinique,2035,50-54,50,5,6.746,9.671,16.417
Mauritania,2035,50-54,50,5,134.467,133.691,268.158
Mauritius,2035,50-54,50,5,40.575,41.568,82.143
Mayotte,2035,50-54,50,5,6.526,8.779,15.305
Melanesia,2035,50-54,50,5,337.949,335.008,672.957
Mexico,2035,50-54,50,5,4042.936,4578.224,8621.16
Micronesia,2035,50-54,50,5,14.449,14.978,29.427
Mongolia,2035,50-54,50,5,113.916,120.81,234.726
Montenegro,2035,50-54,50,5,22.084,22.032,44.116
Morocco,2035,50-54,50,5,1275.235,1380.049,2655.284
Mozambique,2035,50-54,50,5,650.403,763.539,1413.942
Myanmar,2035,50-54,50,5,1742.571,1908.997,3651.568
Namibia,2035,50-54,50,5,65.44,73.307,138.747
Nepal,2035,50-54,50,5,762.117,1085.335,1847.452
Netherlands,2035,50-54,50,5,513.598,505.391,1018.989
New Caledonia,2035,50-54,50,5,10.387,10.169,20.556
New Zealand,2035,50-54,50,5,142.959,155.864,298.823
Nicaragua,2035,50-54,50,5,225.414,248.619,474.033
Niger,2035,50-54,50,5,415.387,500.45,915.837
Nigeria,2035,50-54,50,5,4950.3,4944.932,9895.232
North Macedonia,2035,50-54,50,5,80.582,77.824,158.406
Norway,2035,50-54,50,5,193.705,180.038,373.743
Oceania (excluding Australia and New Zealand),2035,50-54,50,5,371.377,370.198,741.575
Oman,2035,50-54,50,5,218.442,145.87,364.312
Pakistan,2035,50-54,50,5,6628.819,6464.008,13092.827
Panama,2035,50-54,50,5,148.119,149.332,297.451
Papua New Guinea,2035,50-54,50,5,271.039,266.456,537.495
Paraguay,2035,50-54,50,5,237.069,230.915,467.984
Peru,2035,50-54,50,5,1226.227,1168.459,2394.686
Philippines,2035,50-54,50,5,3314.395,3413.334,6727.729
Poland,2035,50-54,50,5,1560.138,1499.623,3059.761
Polynesia,2035,50-54,50,5,18.979,20.212,39.191
Portugal,2035,50-54,50,5,310.976,333.904,644.88
Puerto Rico,2035,50-54,50,5,85.065,92.03,177.095
Qatar,2035,50-54,50,5,164.118,67.95,232.068
Republic of Korea,2035,50-54,50,5,1932.798,1807.576,3740.374
Republic of Moldova,2035,50-54,50,5,163.614,168.997,332.611
Romania,2035,50-54,50,5,574.925,558.266,1133.191
Russian Federation,2035,50-54,50,5,5251.557,5788.015,11039.572
Rwanda,2035,50-54,50,5,356.994,417.379,774.373
Réunion,2035,50-54,50,5,22.688,27.432,50.12
Saint Lucia,2035,50-54,50,5,6.439,7.061,13.5
Saint Vincent and the Grenadines,2035,50-54,50,5,3.453,3.734,7.187
Samoa,2035,50-54,50,5,4.627,4.4,9.027
Sao Tome and Principe,2035,50-54,50,5,5.562,5.593,11.155
Saudi Arabia,2035,50-54,50,5,1770.788,1261.483,3032.271
Senegal,2035,50-54,50,5,393.655,474.555,868.21
Serbia,2035,50-54,50,5,284.615,283.775,568.39
Seychelles,2035,50-54,50,5,3.722,3.13,6.852
Sierra Leone,2035,50-54,50,5,199.191,197.061,396.252
Singapore,2035,50-54,50,5,243.741,229.35,473.091
Slovakia,2035,50-54,50,5,214.445,208.805,423.25
Slovenia,2035,50-54,50,5,77.267,71.159,148.426
Solomon Islands,2035,50-54,50,5,17.424,19.07,36.494
Somalia,2035,50-54,50,5,272.764,293.428,566.192
Spain,2035,50-54,50,5,1614.091,1642.34,3256.431
Sri Lanka,2035,50-54,50,5,645.332,769.591,1414.923
State of Palestine,2035,50-54,50,5,142.364,138.763,281.127
Sudan,2035,50-54,50,5,1057.757,1145.31,2203.067
Suriname,2035,50-54,50,5,17.826,18.911,36.737
Sweden,2035,50-54,50,5,325.58,311.791,637.371
Switzerland,2035,50-54,50,5,319.693,318.326,638.019
Syrian Arab Republic,2035,50-54,50,5,942.966,992.646,1935.612
Tajikistan,2035,50-54,50,5,277.046,288.384,565.43
Thailand,2035,50-54,50,5,2201.178,2340.905,4542.083
Timor-Leste,2035,50-54,50,5,31.062,30.858,61.92
Togo,2035,50-54,50,5,222.616,228.675,451.291
Tonga,2035,50-54,50,5,2.294,2.923,5.217
Trinidad and Tobago,2035,50-54,50,5,58.488,60.536,119.024
Tunisia,2035,50-54,50,5,468.932,488.508,957.44
Turkey,2035,50-54,50,5,2966.254,3046.472,6012.726
Turkmenistan,2035,50-54,50,5,191.814,208.289,400.103
Uganda,2035,50-54,50,5,938.169,1055.859,1994.028
Ukraine,2035,50-54,50,5,1632.801,1729.224,3362.025
United Arab Emirates,2035,50-54,50,5,302.734,149.261,451.995
United Kingdom,2035,50-54,50,5,2269.422,2318.364,4587.786
United Republic of Tanzania,2035,50-54,50,5,1469.054,1514.301,2983.355
United States Virgin Islands,2035,50-54,50,5,2.035,2.649,4.684
United States of America,2035,50-54,50,5,10671.94,10730.683,21402.623
Uruguay,2035,50-54,50,5,104.798,107.272,212.07
Uzbekistan,2035,50-54,50,5,1182.32,1236.52,2418.84
Vanuatu,2035,50-54,50,5,8.428,8.815,17.243
Venezuela (Bolivarian Republic of),2035,50-54,50,5,1002.792,1073.502,2076.294
Viet Nam,2035,50-54,50,5,3676.184,3738.229,7414.413
Yemen,2035,50-54,50,5,827.248,838.915,1666.163
Zambia,2035,50-54,50,5,420.649,463.005,883.654
Zimbabwe,2035,50-54,50,5,318.994,410.627,729.621
Afghanistan,2035,45-49,45,5,1206.791,1115.867,2322.658
Albania,2035,45-49,45,5,112.923,93.176,206.099
Algeria,2035,45-49,45,5,1827.684,1807.969,3635.653
Angola,2035,45-49,45,5,912.042,981.884,1893.926
Antigua and Barbuda,2035,45-49,45,5,3.287,3.623,6.91
Argentina,2035,45-49,45,5,1610.947,1632.591,3243.538
Armenia,2035,45-49,45,5,118.297,137.488,255.785
Aruba,2035,45-49,45,5,2.769,2.789,5.558
Australia,2035,45-49,45,5,984.553,990.288,1974.841
Austria,2035,45-49,45,5,323.276,313.693,636.969
Azerbaijan,2035,45-49,45,5,450.694,466.27,916.964
Bahamas,2035,45-49,45,5,13.652,14.209,27.861
Bahrain,2035,45-49,45,5,124.369,51.422,175.791
Bangladesh,2035,45-49,45,5,6368.913,6578.823,12947.736
Barbados,2035,45-49,45,5,8.746,8.86,17.606
Belarus,2035,45-49,45,5,395.375,390.849,786.224
Belgium,2035,45-49,45,5,380.648,378.748,759.396
Belize,2035,45-49,45,5,15.178,16.515,31.693
Benin,2035,45-49,45,5,361.871,369.538,731.409
Bhutan,2035,45-49,45,5,38.693,32.747,71.44
Bolivia (Plurinational State of),2035,45-49,45,5,405.167,412.461,817.628
Bosnia and Herzegovina,2035,45-49,45,5,108.274,104.043,212.317
Botswana,2035,45-49,45,5,85.005,93.574,178.579
Brazil,2035,45-49,45,5,8165.206,8394.417,16559.623
Brunei Darussalam,2035,45-49,45,5,19.679,17.42,37.099
Bulgaria,2035,45-49,45,5,237.212,225.935,463.147
Burkina Faso,2035,45-49,45,5,598.751,609.896,1208.647
Burundi,2035,45-49,45,5,392.476,408.126,800.602
Cabo Verde,2035,45-49,45,5,27.132,25.188,52.32
Cambodia,2035,45-49,45,5,546.496,608.598,1155.094
Cameroon,2035,45-49,45,5,842.165,849.049,1691.214
Canada,2035,45-49,45,5,1417.392,1409.749,2827.141
Chad,2035,45-49,45,5,425.371,430.01,855.381
Channel Islands,2035,45-49,45,5,6.313,6.223,12.536
Chile,2035,45-49,45,5,719.168,712.403,1431.571
China,2035,45-49,45,5,64975.546,61306.859,126282.405
"China, Hong Kong SAR",2035,45-49,45,5,235.974,325.902,561.876
"China, Macao SAR",2035,45-49,45,5,33.761,38.294,72.055
"China, Taiwan Province of China",2035,45-49,45,5,804.949,803.814,1608.763
Colombia,2035,45-49,45,5,1873.917,1916.67,3790.587
Comoros,2035,45-49,45,5,29.343,28.997,58.34
Congo,2035,45-49,45,5,161.509,162.611,324.12
Costa Rica,2035,45-49,45,5,214.328,212.337,426.665
Croatia,2035,45-49,45,5,126.897,124.402,251.299
Cuba,2035,45-49,45,5,409.327,397.716,807.043
Curaçao,2035,45-49,45,5,4.646,5.458,10.104
Cyprus,2035,45-49,45,5,49.851,46.809,96.66
Czechia,2035,45-49,45,5,374.366,358.406,732.772
Côte d'Ivoire,2035,45-49,45,5,769.934,783.906,1553.84
Dem. People's Republic of Korea,2035,45-49,45,5,903.687,889.894,1793.581
Democratic Republic of the Congo,2035,45-49,45,5,2448.295,2505.289,4953.584
Denmark,2035,45-49,45,5,184.039,179.406,363.445
Djibouti,2035,45-49,45,5,42.503,39.393,81.896
Dominican Republic,2035,45-49,45,5,372.432,390.032,762.464
Ecuador,2035,45-49,45,5,643.963,653.897,1297.86
Egypt,2035,45-49,45,5,3903.73,3900.303,7804.033
El Salvador,2035,45-49,45,5,184.777,238.381,423.158
Equatorial Guinea,2035,45-49,45,5,62.56,40.063,102.623
Eritrea,2035,45-49,45,5,120.699,121.421,242.12
Estonia,2035,45-49,45,5,51.384,46.831,98.215
Eswatini,2035,45-49,45,5,32.13,41.757,73.887
Ethiopia,2035,45-49,45,5,3495.781,3551.466,7047.247
Fiji,2035,45-49,45,5,30.726,29.97,60.696
Finland,2035,45-49,45,5,182.096,173.022,355.118
France,2035,45-49,45,5,1991.996,2089.127,4081.123
French Guiana,2035,45-49,45,5,9.217,10.619,19.836
French Polynesia,2035,45-49,45,5,10.749,11.217,21.966
Gabon,2035,45-49,45,5,90.51,88.521,179.031
Gambia,2035,45-49,45,5,69.593,72.551,142.144
Georgia,2035,45-49,45,5,129.618,137.768,267.386
Germany,2035,45-49,45,5,2868.08,2681.415,5549.495
Ghana,2035,45-49,45,5,1074.885,1038.796,2113.681
Greece,2035,45-49,45,5,304.611,284.835,589.446
Grenada,2035,45-49,45,5,4.487,4.333,8.82
Guadeloupe,2035,45-49,45,5,6.366,8.681,15.047
Guam,2035,45-49,45,5,5.542,5.518,11.06
Guatemala,2035,45-49,45,5,620.153,663.612,1283.765
Guinea,2035,45-49,45,5,369.262,402.087,771.349
Guinea-Bissau,2035,45-49,45,5,58.66,64.705,123.365
Guyana,2035,45-49,45,5,18.513,18.533,37.046
Haiti,2035,45-49,45,5,396.222,421.193,817.415
Honduras,2035,45-49,45,5,372.757,374.492,747.249
Hungary,2035,45-49,45,5,308.261,298.516,606.777
Iceland,2035,45-49,45,5,11.898,11.558,23.456
India,2035,45-49,45,5,55618.876,51532.224,107151.1
Indonesia,2035,45-49,45,5,9539.702,9654.307,19194.009
Iran (Islamic Republic of),2035,45-49,45,5,4125.23,4200.56,8325.79
Iraq,2035,45-49,45,5,1433.199,1395.321,2828.52
Ireland,2035,45-49,45,5,159.343,160.605,319.948
Israel,2035,45-49,45,5,288.231,283.082,571.313
Italy,2035,45-49,45,5,1749.626,1713.281,3462.907
Jamaica,2035,45-49,45,5,106.57,107.474,214.044
Japan,2035,45-49,45,5,3473.233,3335.41,6808.643
Jordan,2035,45-49,45,5,343.965,328.694,672.659
Kazakhstan,2035,45-49,45,5,764.6,821.941,1586.541
Kenya,2035,45-49,45,5,1831.971,1911.138,3743.109
Kiribati,2035,45-49,45,5,3.92,4.338,8.258
Kuwait,2035,45-49,45,5,154.757,103.193,257.95
Kyrgyzstan,2035,45-49,45,5,263.974,275.995,539.969
Latvia,2035,45-49,45,5,65.659,65.46,131.119
Lebanon,2035,45-49,45,5,192.216,229.223,421.439
Lesotho,2035,45-49,45,5,74.582,69.006,143.588
Liberia,2035,45-49,45,5,154.148,154.803,308.951
Libya,2035,45-49,45,5,278.771,285.221,563.992
Lithuania,2035,45-49,45,5,86.103,83.457,169.56
Luxembourg,2035,45-49,45,5,26.317,26.048,52.365
Madagascar,2035,45-49,45,5,857.252,874.334,1731.586
Malawi,2035,45-49,45,5,568.126,623.338,1191.464
Malaysia,2035,45-49,45,5,1483.7,1410.709,2894.409
Maldives,2035,45-49,45,5,38.023,22.009,60.032
Mali,2035,45-49,45,5,512.517,526.774,1039.291
Malta,2035,45-49,45,5,17.205,16.013,33.218
Martinique,2035,45-49,45,5,6.716,9.309,16.025
Mauritania,2035,45-49,45,5,162.284,159.632,321.916
Mauritius,2035,45-49,45,5,42.099,43.156,85.255
Mayotte,2035,45-49,45,5,7.252,9.506,16.758
Melanesia,2035,45-49,45,5,376.315,367.805,744.12
Mexico,2035,45-49,45,5,4484.206,4911.078,9395.284
Micronesia,2035,45-49,45,5,17.753,17.247,35
Mongolia,2035,45-49,45,5,142.856,151.074,293.93
Montenegro,2035,45-49,45,5,21.077,20.2,41.277
Morocco,2035,45-49,45,5,1371.971,1400.617,2772.588
Mozambique,2035,45-49,45,5,834.795,920.196,1754.991
Myanmar,2035,45-49,45,5,1868.507,2029.369,3897.876
Namibia,2035,45-49,45,5,84.175,91.969,176.144
Nepal,2035,45-49,45,5,965.312,1270.242,2235.554
Netherlands,2035,45-49,45,5,551.813,538.592,1090.405
New Caledonia,2035,45-49,45,5,10.683,10.316,20.999
New Zealand,2035,45-49,45,5,165.746,169.173,334.919
Nicaragua,2035,45-49,45,5,252.715,265.344,518.059
Niger,2035,45-49,45,5,586.345,604.54,1190.885
Nigeria,2035,45-49,45,5,5846.617,5777.969,11624.586
North Macedonia,2035,45-49,45,5,80.503,77.526,158.029
Norway,2035,45-49,45,5,205.309,194.729,400.038
Oceania (excluding Australia and New Zealand),2035,45-49,45,5,414.763,406.371,821.134
Oman,2035,45-49,45,5,407,176.293,583.293
Pakistan,2035,45-49,45,5,8128.072,7873.613,16001.685
Panama,2035,45-49,45,5,158.255,159.537,317.792
