Location,Time,AgeGrp,AgeGrpStart,AgeGrpSpan,PopMale,PopFemale,PopTotal
Sierra Leone,2030,95-99,95,5,0.07,0.162,0.232
Singapore,2030,95-99,95,5,2.831,6.765,9.596
Slovakia,2030,95-99,95,5,1.511,3.41,4.921
Slovenia,2030,95-99,95,5,1.23,3.839,5.069
Solomon Islands,2030,95-99,95,5,0.034,0.054,0.088
Somalia,2030,95-99,95,5,0.215,0.368,0.583
Spain,2030,95-99,95,5,52.185,133.814,185.999
Sri Lanka,2030,95-99,95,5,4.101,5.95,10.051
State of Palestine,2030,95-99,95,5,0.091,0.258,0.349
Sudan,2030,95-99,95,5,1.65,2.535,4.185
Suriname,2030,95-99,95,5,0.073,0.193,0.266
Sweden,2030,95-99,95,5,6.807,16.269,23.076
Switzerland,2030,95-99,95,5,6.748,15.663,22.411
Syrian Arab Republic,2030,95-99,95,5,0.844,2.008,2.852
Tajikistan,2030,95-99,95,5,0.158,0.292,0.45
Thailand,2030,95-99,95,5,36.488,81.012,117.5
Timor-Leste,2030,95-99,95,5,0.027,0.06,0.087
Togo,2030,95-99,95,5,0.024,0.047,0.071
Tonga,2030,95-99,95,5,0.006,0.006,0.012
Trinidad and Tobago,2030,95-99,95,5,0.298,0.604,0.902
Tunisia,2030,95-99,95,5,1.889,4.139,6.028
Turkey,2030,95-99,95,5,10.941,39.763,50.704
Turkmenistan,2030,95-99,95,5,0.262,0.719,0.981
Uganda,2030,95-99,95,5,0.084,0.302,0.386
Ukraine,2030,95-99,95,5,5.541,26.769,32.31
United Arab Emirates,2030,95-99,95,5,0.304,0.274,0.578
United Kingdom,2030,95-99,95,5,54.994,108.759,163.753
United Republic of Tanzania,2030,95-99,95,5,0.166,0.416,0.582
United States Virgin Islands,2030,95-99,95,5,0.038,0.145,0.183
United States of America,2030,95-99,95,5,250.14,515.183,765.323
Uruguay,2030,95-99,95,5,1.724,10.092,11.816
Uzbekistan,2030,95-99,95,5,1.164,3.068,4.232
Vanuatu,2030,95-99,95,5,0.003,0.003,0.006
Venezuela (Bolivarian Republic of),2030,95-99,95,5,5.819,16.119,21.938
Viet Nam,2030,95-99,95,5,36.162,100.041,136.203
Yemen,2030,95-99,95,5,0.324,0.726,1.05
Zambia,2030,95-99,95,5,0.044,0.201,0.245
Zimbabwe,2030,95-99,95,5,0.061,0.3,0.361
Afghanistan,2031,95-99,95,5,0.401,0.77,1.171
Albania,2031,95-99,95,5,0.925,1.165,2.09
Algeria,2031,95-99,95,5,11.64,12.208,23.848
Angola,2031,95-99,95,5,0.28,0.7,0.98
Antigua and Barbuda,2031,95-99,95,5,0.026,0.026,0.052
Argentina,2031,95-99,95,5,12.03,42.077,54.107
Armenia,2031,95-99,95,5,0.637,1.671,2.308
Aruba,2031,95-99,95,5,0.015,0.063,0.078
Australia,2031,95-99,95,5,21.143,40.085,61.228
Austria,2031,95-99,95,5,6.631,13.952,20.583
Azerbaijan,2031,95-99,95,5,0.693,2.01,2.703
Bahamas,2031,95-99,95,5,0.054,0.07,0.124
Bahrain,2031,95-99,95,5,0.053,0.105,0.158
Bangladesh,2031,95-99,95,5,29.123,58.716,87.839
Barbados,2031,95-99,95,5,0.371,0.499,0.87
Belarus,2031,95-99,95,5,1.335,9.609,10.944
Belgium,2031,95-99,95,5,9.868,24.337,34.205
Belize,2031,95-99,95,5,0.124,0.142,0.266
Benin,2031,95-99,95,5,0.232,0.554,0.786
Bhutan,2031,95-99,95,5,0.319,0.398,0.717
Bolivia (Plurinational State of),2031,95-99,95,5,5.905,10.609,16.514
Bosnia and Herzegovina,2031,95-99,95,5,1.133,2.532,3.665
Botswana,2031,95-99,95,5,0.037,0.125,0.162
Brazil,2031,95-99,95,5,85.864,212.85,298.714
Brunei Darussalam,2031,95-99,95,5,0.058,0.055,0.113
Bulgaria,2031,95-99,95,5,2.408,4.916,7.324
Burkina Faso,2031,95-99,95,5,0.07,0.171,0.241
Burundi,2031,95-99,95,5,0.133,0.343,0.476
Cabo Verde,2031,95-99,95,5,0.037,0.123,0.16
Cambodia,2031,95-99,95,5,0.57,1.333,1.903
Cameroon,2031,95-99,95,5,0.087,0.16,0.247
Canada,2031,95-99,95,5,29.475,67.938,97.413
Chad,2031,95-99,95,5,0.179,0.393,0.572
Channel Islands,2031,95-99,95,5,0.165,0.415,0.58
Chile,2031,95-99,95,5,11.422,27.119,38.541
China,2031,95-99,95,5,290.429,811.622,1102.051
"China, Hong Kong SAR",2031,95-99,95,5,10.538,26.331,36.869
"China, Macao SAR",2031,95-99,95,5,0.228,0.777,1.005
"China, Taiwan Province of China",2031,95-99,95,5,25.538,35.346,60.884
Colombia,2031,95-99,95,5,23.431,39.512,62.943
Comoros,2031,95-99,95,5,0.011,0.025,0.036
Congo,2031,95-99,95,5,0.022,0.047,0.069
Costa Rica,2031,95-99,95,5,3.134,5.405,8.539
Croatia,2031,95-99,95,5,1.572,5.779,7.351
Cuba,2031,95-99,95,5,9.874,16.519,26.393
Curaçao,2031,95-99,95,5,0.141,0.305,0.446
Cyprus,2031,95-99,95,5,0.467,1.267,1.734
Czechia,2031,95-99,95,5,4.632,11.55,16.182
Côte d'Ivoire,2031,95-99,95,5,0.104,0.127,0.231
Dem. People's Republic of Korea,2031,95-99,95,5,1.093,9.612,10.705
Democratic Republic of the Congo,2031,95-99,95,5,1.619,3.4,5.019
Denmark,2031,95-99,95,5,3.899,9.277,13.176
Djibouti,2031,95-99,95,5,0.04,0.075,0.115
Dominican Republic,2031,95-99,95,5,6.104,9.752,15.856
Ecuador,2031,95-99,95,5,5.969,13.253,19.222
Egypt,2031,95-99,95,5,4.404,13.059,17.463
El Salvador,2031,95-99,95,5,1.666,3.781,5.447
Equatorial Guinea,2031,95-99,95,5,0.006,0.007,0.013
Eritrea,2031,95-99,95,5,0.177,0.421,0.598
Estonia,2031,95-99,95,5,0.855,2.898,3.753
Eswatini,2031,95-99,95,5,0.006,0.062,0.068
Ethiopia,2031,95-99,95,5,4.181,7.323,11.504
Fiji,2031,95-99,95,5,0.027,0.025,0.052
Finland,2031,95-99,95,5,4.362,10.979,15.341
France,2031,95-99,95,5,72.19,196.094,268.284
French Guiana,2031,95-99,95,5,0.016,0.077,0.093
French Polynesia,2031,95-99,95,5,0.064,0.136,0.2
Gabon,2031,95-99,95,5,0.02,0.05,0.07
Gambia,2031,95-99,95,5,0.01,0.019,0.029
Georgia,2031,95-99,95,5,0.684,2.82,3.504
Germany,2031,95-99,95,5,94.87,197.277,292.147
Ghana,2031,95-99,95,5,0.287,0.459,0.746
Greece,2031,95-99,95,5,21.307,28.489,49.796
Grenada,2031,95-99,95,5,0.016,0.037,0.053
Guadeloupe,2031,95-99,95,5,0.58,1.406,1.986
Guam,2031,95-99,95,5,0.034,0.175,0.209
Guatemala,2031,95-99,95,5,3.664,6.163,9.827
Guinea,2031,95-99,95,5,0.059,0.126,0.185
Guinea-Bissau,2031,95-99,95,5,0.004,0.01,0.014
Guyana,2031,95-99,95,5,0.31,0.403,0.713
Haiti,2031,95-99,95,5,1.226,2.682,3.908
Honduras,2031,95-99,95,5,2.262,4.231,6.493
Hungary,2031,95-99,95,5,3.862,13.483,17.345
Iceland,2031,95-99,95,5,0.232,0.447,0.679
India,2031,95-99,95,5,173.041,251.259,424.3
Indonesia,2031,95-99,95,5,13.736,36.383,50.119
Iran (Islamic Republic of),2031,95-99,95,5,10.014,9.249,19.263
Iraq,2031,95-99,95,5,0.799,2.011,2.81
Ireland,2031,95-99,95,5,2.644,5.057,7.701
Israel,2031,95-99,95,5,6.341,11.03,17.371
Italy,2031,95-99,95,5,74.019,187.53,261.549
Jamaica,2031,95-99,95,5,1.133,0.842,1.975
Japan,2031,95-99,95,5,219.763,707.739,927.502
Jordan,2031,95-99,95,5,0.381,0.866,1.247
Kazakhstan,2031,95-99,95,5,1.458,6.616,8.074
Kenya,2031,95-99,95,5,0.375,0.984,1.359
Kiribati,2031,95-99,95,5,0.002,0.02,0.022
Kuwait,2031,95-99,95,5,0.033,0.032,0.065
Kyrgyzstan,2031,95-99,95,5,0.128,1.632,1.76
Latvia,2031,95-99,95,5,1.495,6.033,7.528
Lebanon,2031,95-99,95,5,1.151,3.481,4.632
Lesotho,2031,95-99,95,5,0.018,0.126,0.144
Liberia,2031,95-99,95,5,0.048,0.064,0.112
Libya,2031,95-99,95,5,0.257,0.695,0.952
Lithuania,2031,95-99,95,5,3.198,11.293,14.491
Luxembourg,2031,95-99,95,5,0.379,0.861,1.24
Madagascar,2031,95-99,95,5,1.009,1.46,2.469
Malawi,2031,95-99,95,5,0.084,0.298,0.382
Malaysia,2031,95-99,95,5,9.02,7.447,16.467
Maldives,2031,95-99,95,5,0.113,0.138,0.251
Mali,2031,95-99,95,5,0.09,0.135,0.225
Malta,2031,95-99,95,5,0.337,0.915,1.252
Martinique,2031,95-99,95,5,0.55,1.501,2.051
Mauritania,2031,95-99,95,5,0.069,0.16,0.229
Mauritius,2031,95-99,95,5,0.32,1.113,1.433
Mayotte,2031,95-99,95,5,0.046,0.108,0.154
Melanesia,2031,95-99,95,5,0.199,0.277,0.476
Mexico,2031,95-99,95,5,43.573,71.408,114.981
Micronesia,2031,95-99,95,5,0.039,0.213,0.252
Mongolia,2031,95-99,95,5,0.131,0.463,0.594
Montenegro,2031,95-99,95,5,0.156,0.348,0.504
Morocco,2031,95-99,95,5,1.212,3.723,4.935
Mozambique,2031,95-99,95,5,0.14,0.45,0.59
Myanmar,2031,95-99,95,5,1.371,4.127,5.498
Namibia,2031,95-99,95,5,0.017,0.067,0.084
Nepal,2031,95-99,95,5,1.029,2.017,3.046
Netherlands,2031,95-99,95,5,14.228,27.274,41.502
New Caledonia,2031,95-99,95,5,0.029,0.127,0.156
New Zealand,2031,95-99,95,5,3.33,5.967,9.297
Nicaragua,2031,95-99,95,5,1.198,2.977,4.175
Niger,2031,95-99,95,5,0.112,0.204,0.316
Nigeria,2031,95-99,95,5,0.531,0.797,1.328
North Macedonia,2031,95-99,95,5,0.241,0.48,0.721
Norway,2031,95-99,95,5,3.214,7.626,10.84
Oceania (excluding Australia and New Zealand),2031,95-99,95,5,0.325,0.695,1.02
Oman,2031,95-99,95,5,0.451,0.964,1.415
Pakistan,2031,95-99,95,5,11.043,6.508,17.551
Panama,2031,95-99,95,5,3.218,4.979,8.197
Papua New Guinea,2031,95-99,95,5,0.102,0.063,0.165
Paraguay,2031,95-99,95,5,1.299,2.397,3.696
Peru,2031,95-99,95,5,10.804,21.682,32.486
Philippines,2031,95-99,95,5,6.02,28.577,34.597
Poland,2031,95-99,95,5,29.287,79.348,108.635
Polynesia,2031,95-99,95,5,0.087,0.205,0.292
Portugal,2031,95-99,95,5,9.426,26.172,35.598
Puerto Rico,2031,95-99,95,5,3.462,8.299,11.761
Qatar,2031,95-99,95,5,0.162,0.222,0.384
Republic of Korea,2031,95-99,95,5,25.414,91.451,116.865
Republic of Moldova,2031,95-99,95,5,0.281,1.788,2.069
Romania,2031,95-99,95,5,10.465,20.567,31.032
Russian Federation,2031,95-99,95,5,35.183,189.9,225.083
Rwanda,2031,95-99,95,5,0.154,0.374,0.528
Réunion,2031,95-99,95,5,0.527,1.489,2.016
Saint Lucia,2031,95-99,95,5,0.104,0.086,0.19
Saint Vincent and the Grenadines,2031,95-99,95,5,0.04,0.046,0.086
Samoa,2031,95-99,95,5,0.005,0.011,0.016
Sao Tome and Principe,2031,95-99,95,5,0.004,0.014,0.018
Saudi Arabia,2031,95-99,95,5,2.321,2.794,5.115
Senegal,2031,95-99,95,5,0.137,0.313,0.45
Serbia,2031,95-99,95,5,1.994,4.786,6.78
Seychelles,2031,95-99,95,5,0.011,0.041,0.052
Sierra Leone,2031,95-99,95,5,0.085,0.19,0.275
Singapore,2031,95-99,95,5,3.258,7.417,10.675
Slovakia,2031,95-99,95,5,1.639,3.798,5.437
Slovenia,2031,95-99,95,5,1.395,4.078,5.473
Solomon Islands,2031,95-99,95,5,0.036,0.058,0.094
Somalia,2031,95-99,95,5,0.261,0.443,0.704
Spain,2031,95-99,95,5,53.258,133.33,186.588
Sri Lanka,2031,95-99,95,5,4.401,6.6,11.001
State of Palestine,2031,95-99,95,5,0.117,0.312,0.429
Sudan,2031,95-99,95,5,1.874,2.854,4.728
Suriname,2031,95-99,95,5,0.079,0.215,0.294
Sweden,2031,95-99,95,5,7.597,17.146,24.743
Switzerland,2031,95-99,95,5,7.462,16.58,24.042
Syrian Arab Republic,2031,95-99,95,5,0.969,2.227,3.196
Tajikistan,2031,95-99,95,5,0.196,0.371,0.567
Thailand,2031,95-99,95,5,40.118,88.231,128.349
Timor-Leste,2031,95-99,95,5,0.034,0.073,0.107
Togo,2031,95-99,95,5,0.034,0.061,0.095
Tonga,2031,95-99,95,5,0.008,0.007,0.015
Trinidad and Tobago,2031,95-99,95,5,0.336,0.663,0.999
Tunisia,2031,95-99,95,5,2.085,4.613,6.698
Turkey,2031,95-99,95,5,13.077,43.636,56.713
Turkmenistan,2031,95-99,95,5,0.318,0.85,1.168
Uganda,2031,95-99,95,5,0.118,0.394,0.512
Ukraine,2031,95-99,95,5,7.198,34.751,41.949
United Arab Emirates,2031,95-99,95,5,0.301,0.291,0.592
United Kingdom,2031,95-99,95,5,60.273,115.123,175.396
United Republic of Tanzania,2031,95-99,95,5,0.258,0.614,0.872
United States Virgin Islands,2031,95-99,95,5,0.044,0.159,0.203
United States of America,2031,95-99,95,5,272.034,537.931,809.965
Uruguay,2031,95-99,95,5,1.805,10.199,12.004
Uzbekistan,2031,95-99,95,5,1.381,3.512,4.893
Vanuatu,2031,95-99,95,5,0.005,0.004,0.009
Venezuela (Bolivarian Republic of),2031,95-99,95,5,6.215,17.086,23.301
Viet Nam,2031,95-99,95,5,36.923,101.638,138.561
Yemen,2031,95-99,95,5,0.386,0.856,1.242
Zambia,2031,95-99,95,5,0.062,0.268,0.33
Zimbabwe,2031,95-99,95,5,0.083,0.374,0.457
Afghanistan,2031,90-94,90,5,3.77,5.86,9.63
Albania,2031,90-94,90,5,5.766,6.994,12.76
Algeria,2031,90-94,90,5,45.823,54.804,100.627
Angola,2031,90-94,90,5,2.224,4.962,7.186
Antigua and Barbuda,2031,90-94,90,5,0.118,0.126,0.244
Argentina,2031,90-94,90,5,55.063,144.98,200.043
Armenia,2031,90-94,90,5,3.149,7.78,10.929
Aruba,2031,90-94,90,5,0.099,0.286,0.385
Australia,2031,90-94,90,5,87.692,129.662,217.354
Austria,2031,90-94,90,5,34.692,58.882,93.574
Azerbaijan,2031,90-94,90,5,3.939,9.725,13.664
Bahamas,2031,90-94,90,5,0.295,0.448,0.743
Bahrain,2031,90-94,90,5,0.363,0.569,0.932
Bangladesh,2031,90-94,90,5,120.226,188.928,309.154
Barbados,2031,90-94,90,5,1.028,1.399,2.427
Belarus,2031,90-94,90,5,8.466,43.578,52.044
Belgium,2031,90-94,90,5,40.036,73.602,113.638
Belize,2031,90-94,90,5,0.368,0.455,0.823
Benin,2031,90-94,90,5,1.95,3.653,5.603
Bhutan,2031,90-94,90,5,1.114,1.085,2.199
Bolivia (Plurinational State of),2031,90-94,90,5,17.977,27.613,45.59
Bosnia and Herzegovina,2031,90-94,90,5,6.609,14.464,21.073
Botswana,2031,90-94,90,5,0.413,1.127,1.54
Brazil,2031,90-94,90,5,307.783,615.208,922.991
Brunei Darussalam,2031,90-94,90,5,0.275,0.282,0.557
Bulgaria,2031,90-94,90,5,11.144,25.068,36.212
Burkina Faso,2031,90-94,90,5,0.944,1.966,2.91
Burundi,2031,90-94,90,5,1.03,2.088,3.118
Cabo Verde,2031,90-94,90,5,0.181,0.528,0.709
Cambodia,2031,90-94,90,5,3.608,7.746,11.354
Cameroon,2031,90-94,90,5,1.443,2.513,3.956
Canada,2031,90-94,90,5,126.17,212.763,338.933
Chad,2031,90-94,90,5,1.597,2.642,4.239
Channel Islands,2031,90-94,90,5,0.648,1.065,1.713
Chile,2031,90-94,90,5,39.591,73.019,112.61
China,2031,90-94,90,5,1456.479,2849.8,4306.279
"China, Hong Kong SAR",2031,90-94,90,5,30.42,51.321,81.741
"China, Macao SAR",2031,90-94,90,5,0.946,1.775,2.721
"China, Taiwan Province of China",2031,90-94,90,5,68.752,108.548,177.3
Colombia,2031,90-94,90,5,77.526,121.261,198.787
Comoros,2031,90-94,90,5,0.1,0.179,0.279
Congo,2031,90-94,90,5,0.349,0.71,1.059
Costa Rica,2031,90-94,90,5,10.63,15.767,26.397
Croatia,2031,90-94,90,5,9.496,23.979,33.475
Cuba,2031,90-94,90,5,33.895,52.036,85.931
Curaçao,2031,90-94,90,5,0.475,0.915,1.39
Cyprus,2031,90-94,90,5,2.57,4.798,7.368
Czechia,2031,90-94,90,5,23.906,48.703,72.609
Côte d'Ivoire,2031,90-94,90,5,1.755,2.073,3.828
Dem. People's Republic of Korea,2031,90-94,90,5,9.712,55.452,65.164
Democratic Republic of the Congo,2031,90-94,90,5,13.514,22.49,36.004
Denmark,2031,90-94,90,5,19.466,33.829,53.295
Djibouti,2031,90-94,90,5,0.302,0.45,0.752
Dominican Republic,2031,90-94,90,5,15.761,23.228,38.989
Ecuador,2031,90-94,90,5,23.76,36.446,60.206
Egypt,2031,90-94,90,5,26.014,59.225,85.239
El Salvador,2031,90-94,90,5,8.235,14.62,22.855
Equatorial Guinea,2031,90-94,90,5,0.083,0.114,0.197
Eritrea,2031,90-94,90,5,0.99,1.962,2.952
Estonia,2031,90-94,90,5,3.683,11.415,15.098
Eswatini,2031,90-94,90,5,0.09,0.539,0.629
Ethiopia,2031,90-94,90,5,27.852,41.083,68.935
Fiji,2031,90-94,90,5,0.194,0.265,0.459
Finland,2031,90-94,90,5,20.387,39.266,59.653
France,2031,90-94,90,5,254.166,493.755,747.921
French Guiana,2031,90-94,90,5,0.143,0.305,0.448
French Polynesia,2031,90-94,90,5,0.305,0.489,0.794
Gabon,2031,90-94,90,5,0.257,0.572,0.829
Gambia,2031,90-94,90,5,0.146,0.207,0.353
Georgia,2031,90-94,90,5,4.087,14.141,18.228
Germany,2031,90-94,90,5,423.798,720.821,1144.619
Ghana,2031,90-94,90,5,2.581,4.065,6.646
Greece,2031,90-94,90,5,59.275,85.251,144.526
Grenada,2031,90-94,90,5,0.082,0.171,0.253
Guadeloupe,2031,90-94,90,5,1.634,3.079,4.713
Guam,2031,90-94,90,5,0.182,0.515,0.697
Guatemala,2031,90-94,90,5,14.471,21.315,35.786
Guinea,2031,90-94,90,5,0.796,1.473,2.269
Guinea-Bissau,2031,90-94,90,5,0.072,0.183,0.255
Guyana,2031,90-94,90,5,1.109,1.405,2.514
Haiti,2031,90-94,90,5,5.625,9.989,15.614
Honduras,2031,90-94,90,5,7.865,12.811,20.676
Hungary,2031,90-94,90,5,17.867,52.072,69.939
Iceland,2031,90-94,90,5,0.936,1.387,2.323
India,2031,90-94,90,5,763.074,1030.691,1793.765
Indonesia,2031,90-94,90,5,101.275,216.678,317.953
Iran (Islamic Republic of),2031,90-94,90,5,50.744,52.327,103.071
Iraq,2031,90-94,90,5,6.816,13.237,20.053
Ireland,2031,90-94,90,5,12.84,19.169,32.009
Israel,2031,90-94,90,5,19.352,29.86,49.212
Italy,2031,90-94,90,5,301.311,570.51,871.821
Jamaica,2031,90-94,90,5,4.107,3.835,7.942
Japan,2031,90-94,90,5,811.058,1736.785,2547.843
Jordan,2031,90-94,90,5,2.837,5.032,7.869
Kazakhstan,2031,90-94,90,5,10.003,37.963,47.966
Kenya,2031,90-94,90,5,3.789,9.13,12.919
Kiribati,2031,90-94,90,5,0.012,0.092,0.104
Kuwait,2031,90-94,90,5,0.421,0.374,0.795
Kyrgyzstan,2031,90-94,90,5,0.491,4.869,5.36
Latvia,2031,90-94,90,5,4.51,14.876,19.386
Lebanon,2031,90-94,90,5,5.436,10.817,16.253
Lesotho,2031,90-94,90,5,0.194,0.936,1.13
Liberia,2031,90-94,90,5,0.657,0.934,1.591
Libya,2031,90-94,90,5,1.984,4.095,6.079
Lithuania,2031,90-94,90,5,8.988,24.436,33.424
Luxembourg,2031,90-94,90,5,1.627,2.867,4.494
Madagascar,2031,90-94,90,5,5.353,7.861,13.214
Malawi,2031,90-94,90,5,1.161,3.632,4.793
Malaysia,2031,90-94,90,5,34.56,32.716,67.276
Maldives,2031,90-94,90,5,0.435,0.503,0.938
Mali,2031,90-94,90,5,1.219,1.687,2.906
Malta,2031,90-94,90,5,1.576,2.795,4.371
Martinique,2031,90-94,90,5,1.662,3.332,4.994
Mauritania,2031,90-94,90,5,0.558,1.122,1.68
Mauritius,2031,90-94,90,5,1.407,3.428,4.835
Mayotte,2031,90-94,90,5,0.211,0.307,0.518
Melanesia,2031,90-94,90,5,1.598,1.91,3.508
Mexico,2031,90-94,90,5,151.035,225.175,376.21
Micronesia,2031,90-94,90,5,0.227,0.698,0.925
Mongolia,2031,90-94,90,5,0.789,2.027,2.816
Montenegro,2031,90-94,90,5,0.865,1.782,2.647
Morocco,2031,90-94,90,5,14.691,32.24,46.931
Mozambique,2031,90-94,90,5,1.818,5.615,7.433
Myanmar,2031,90-94,90,5,11.103,26.55,37.653
Namibia,2031,90-94,90,5,0.214,0.715,0.929
Nepal,2031,90-94,90,5,10.112,15.365,25.477
Netherlands,2031,90-94,90,5,63.312,94.577,157.889
New Caledonia,2031,90-94,90,5,0.224,0.575,0.799
New Zealand,2031,90-94,90,5,15.173,23.014,38.187
Nicaragua,2031,90-94,90,5,4.895,9.665,14.56
Niger,2031,90-94,90,5,1.424,2.388,3.812
Nigeria,2031,90-94,90,5,7.814,10.318,18.132
North Macedonia,2031,90-94,90,5,2.039,3.512,5.551
Norway,2031,90-94,90,5,15.794,27.091,42.885
Oceania (excluding Australia and New Zealand),2031,90-94,90,5,2.296,3.386,5.682
Oman,2031,90-94,90,5,2.203,2.92,5.123
Pakistan,2031,90-94,90,5,77.855,64.186,142.041
Panama,2031,90-94,90,5,8.777,12.625,21.402
Papua New Guinea,2031,90-94,90,5,0.917,0.724,1.641
Paraguay,2031,90-94,90,5,5.985,9.424,15.409
Peru,2031,90-94,90,5,45.902,71.456,117.358
Philippines,2031,90-94,90,5,34.924,118.273,153.197
Poland,2031,90-94,90,5,89.749,219.636,309.385
Polynesia,2031,90-94,90,5,0.471,0.778,1.249
Portugal,2031,90-94,90,5,40.105,84.2,124.305
Puerto Rico,2031,90-94,90,5,11.836,22.774,34.61
Qatar,2031,90-94,90,5,0.401,0.608,1.009
Republic of Korea,2031,90-94,90,5,130.251,309.966,440.217
Republic of Moldova,2031,90-94,90,5,1.742,8.208,9.95
Romania,2031,90-94,90,5,39.585,87.188,126.773
Russian Federation,2031,90-94,90,5,167.544,717.253,884.797
Rwanda,2031,90-94,90,5,1.238,2.957,4.195
Réunion,2031,90-94,90,5,2.152,3.68,5.832
Saint Lucia,2031,90-94,90,5,0.387,0.353,0.74
Saint Vincent and the Grenadines,2031,90-94,90,5,0.138,0.17,0.308
Samoa,2031,90-94,90,5,0.045,0.091,0.136
Sao Tome and Principe,2031,90-94,90,5,0.032,0.078,0.11
Saudi Arabia,2031,90-94,90,5,11.324,13.664,24.988
Senegal,2031,90-94,90,5,1.583,3.086,4.669
Serbia,2031,90-94,90,5,11.991,24.304,36.295
Seychelles,2031,90-94,90,5,0.061,0.174,0.235
Sierra Leone,2031,90-94,90,5,0.696,1.402,2.098
Singapore,2031,90-94,90,5,11.754,20.555,32.309
Slovakia,2031,90-94,90,5,7.679,19.507,27.186
Slovenia,2031,90-94,90,5,6.622,14.254,20.876
Solomon Islands,2031,90-94,90,5,0.214,0.3,0.514
Somalia,2031,90-94,90,5,2.01,3.05,5.06
Spain,2031,90-94,90,5,184.092,350.053,534.145
Sri Lanka,2031,90-94,90,5,20.559,38.189,58.748
State of Palestine,2031,90-94,90,5,0.975,1.957,2.932
Sudan,2031,90-94,90,5,10.864,15.356,26.22
Suriname,2031,90-94,90,5,0.337,0.846,1.183
Sweden,2031,90-94,90,5,40.094,63.345,103.439
Switzerland,2031,90-94,90,5,34.447,58.384,92.831
Syrian Arab Republic,2031,90-94,90,5,6.755,12.238,18.993
Tajikistan,2031,90-94,90,5,1.357,2.265,3.622
Thailand,2031,90-94,90,5,143.38,264.091,407.471
Timor-Leste,2031,90-94,90,5,0.285,0.534,0.819
Togo,2031,90-94,90,5,0.474,0.723,1.197
Tonga,2031,90-94,90,5,0.049,0.05,0.099
Trinidad and Tobago,2031,90-94,90,5,1.68,2.892,4.572
Tunisia,2031,90-94,90,5,9.661,18.613,28.274
Turkey,2031,90-94,90,5,76.172,176.687,252.859
Turkmenistan,2031,90-94,90,5,1.666,3.795,5.461
Uganda,2031,90-94,90,5,1.714,4.845,6.559
Ukraine,2031,90-94,90,5,43.907,185.844,229.751
United Arab Emirates,2031,90-94,90,5,1.451,0.855,2.306
United Kingdom,2031,90-94,90,5,250.143,382.15,632.293
United Republic of Tanzania,2031,90-94,90,5,3.895,8.466,12.361
United States Virgin Islands,2031,90-94,90,5,0.273,0.604,0.877
United States of America,2031,90-94,90,5,991.418,1603.581,2594.999
Uruguay,2031,90-94,90,5,6.499,21.495,27.994
Uzbekistan,2031,90-94,90,5,8.665,17.552,26.217
Vanuatu,2031,90-94,90,5,0.049,0.046,0.095
Venezuela (Bolivarian Republic of),2031,90-94,90,5,23.781,52.132,75.913
Viet Nam,2031,90-94,90,5,92.828,224.551,317.379
Yemen,2031,90-94,90,5,3.148,5.853,9.001
Zambia,2031,90-94,90,5,0.855,2.93,3.785
Zimbabwe,2031,90-94,90,5,1.131,3.877,5.008
Afghanistan,2031,85-89,85,5,18.47,26.814,45.284
Albania,2031,85-89,85,5,16.694,19.923,36.617
Algeria,2031,85-89,85,5,113.686,132.914,246.6
Angola,2031,85-89,85,5,10.498,18.501,28.999
Antigua and Barbuda,2031,85-89,85,5,0.344,0.395,0.739
Argentina,2031,85-89,85,5,156.927,322.097,479.024
Armenia,2031,85-89,85,5,5.397,11.772,17.169
Aruba,2031,85-89,85,5,0.376,0.744,1.12
Australia,2031,85-89,85,5,218.707,280.787,499.494
Austria,2031,85-89,85,5,87.065,127.576,214.641
Azerbaijan,2031,85-89,85,5,9.74,19.262,29.002
Bahamas,2031,85-89,85,5,0.886,1.376,2.262
Bahrain,2031,85-89,85,5,1.243,1.417,2.66
Bangladesh,2031,85-89,85,5,326.876,433.511,760.387
Barbados,2031,85-89,85,5,2.105,2.799,4.904
Belarus,2031,85-89,85,5,20.301,76.635,96.936
Belgium,2031,85-89,85,5,94.897,139.893,234.79
Belize,2031,85-89,85,5,0.812,0.94,1.752
Benin,2031,85-89,85,5,7.962,13.185,21.147
Bhutan,2031,85-89,85,5,2.614,2.227,4.841
Bolivia (Plurinational State of),2031,85-89,85,5,40.492,55.147,95.639
Bosnia and Herzegovina,2031,85-89,85,5,14.695,27.718,42.413
Botswana,2031,85-89,85,5,2.148,4.514,6.662
Brazil,2031,85-89,85,5,724.549,1215.13,1939.679
Brunei Darussalam,2031,85-89,85,5,0.767,0.789,1.556
Bulgaria,2031,85-89,85,5,37.978,78.456,116.434
Burkina Faso,2031,85-89,85,5,5.887,10.687,16.574
Burundi,2031,85-89,85,5,4.177,7.042,11.219
Cabo Verde,2031,85-89,85,5,0.332,1.043,1.375
Cambodia,2031,85-89,85,5,14.368,26.627,40.995
Cameroon,2031,85-89,85,5,9.361,14.57,23.931
Canada,2031,85-89,85,5,334.781,454.184,788.965
Chad,2031,85-89,85,5,7.015,9.776,16.791
Channel Islands,2031,85-89,85,5,1.437,1.97,3.407
Chile,2031,85-89,85,5,94.995,144.776,239.771
China,2031,85-89,85,5,4440.39,7038.571,11478.961
"China, Hong Kong SAR",2031,85-89,85,5,56.489,74.24,130.729
"China, Macao SAR",2031,85-89,85,5,2.802,3.805,6.607
